gene id,cluster,symbol,name,level,rank
1068,C3,CETN1,"centrin, EF-hand protein, 1",-,2349
1558,C3,CYP2C8,"cytochrome P450, family 2, subfamily C, polypeptide 8",-,2351
3973,C3,LHCGR,luteinizing hormone/choriogonadotropin receptor,E3,2362
258,C3,AMBN,ameloblastin (enamel matrix protein),-,2369
56112,C3,PCDHGA3,"protocadherin gamma subfamily A, 3",-,2376
10786,C3,SLC17A3,"solute carrier family 17 (organic anion transporter), member 3",-,2381
80329,C3,ULBP1,UL16 binding protein 1,-,2393
64582,C3,GPR135,G protein-coupled receptor 135,-,2396
658,C3,BMPR1B,"bone morphogenetic protein receptor, type IB",-,2397
80317,C3,ZKSCAN3,zinc finger with KRAB and SCAN domains 3,-,2401
26531,C3,OR11A1,"olfactory receptor, family 11, subfamily A, member 1",-,2408
1080,C3,CFTR,"cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)",-,2414
140767,C3,NRSN1,neurensin 1,-,2416
92346,C3,C1orf105,chromosome 1 open reading frame 105,-,2425
25859,C3,PART1,prostate androgen-regulated transcript 1 (non-protein coding),-,2431
1420,C3,CRYGC,"crystallin, gamma C",-,2441
3441,C3,IFNA4,"interferon, alpha 4",-,2442
7782,C3,SLC30A4,"solute carrier family 30 (zinc transporter), member 4",E3,2449
10665,C3,C6orf10,chromosome 6 open reading frame 10,-,2452
51268,C3,PIPOX,pipecolic acid oxidase,-,2457
80243,C3,PREX2,"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2",-,2459
844,C3,CASQ1,"calsequestrin 1 (fast-twitch, skeletal muscle)",-,2466
7498,C3,XDH,xanthine dehydrogenase,-,2470
7066,C3,THPO,thrombopoietin,-,2471
57282,C3,SLC4A10,"solute carrier family 4, sodium bicarbonate transporter, member 10",E4,2473
50831,C3,TAS2R3,"taste receptor, type 2, member 3",-,2474
6570,C3,SLC18A1,"solute carrier family 18 (vesicular monoamine transporter), member 1",-,2477
419,C3,ART3,ADP-ribosyltransferase 3,-,2481
22979,C3,EFR3B,EFR3 homolog B (S. cerevisiae),-,2482
7350,C3,UCP1,"uncoupling protein 1 (mitochondrial, proton carrier)",-,2483
27251,C3,HR44,Hr44 antigen,-,2484
117153,C3,MIA2,melanoma inhibitory activity 2,-,2486
6017,C3,RLBP1,retinaldehyde binding protein 1,-,2491
100131613,C3,LOC100131613,PRO1454,-,2498
23426,C3,GRIP1,glutamate receptor interacting protein 1,E1,3128
6310,C4,ATXN1,ataxin 1,-,8
23369,C4,PUM2,pumilio RNA-binding family member 2,-,17
546,C4,ATRX,alpha thalassemia/mental retardation syndrome X-linked,-,24
9444,C4,QKI,"QKI, KH domain containing, RNA binding",-,36
2332,C4,FMR1,fragile X mental retardation 1,E3,55
54665,C4,RSBN1,round spermatid basic protein 1,-,85
23394,C4,ADNP,activity-dependent neuroprotector homeobox,E2,91
23314,C4,SATB2,SATB homeobox 2,E4,108
490,C4,ATP2B1,"ATPase, Ca++ transporting, plasma membrane 1",-,115
9698,C4,PUM1,pumilio RNA-binding family member 1,-,117
23429,C4,RYBP,RING1 and YY1 binding protein,-,135
3845,C4,KRAS,Kirsten rat sarcoma viral oncogene homolog,-,143
23013,C4,SPEN,spen family transcriptional repressor,-,170
8867,C4,SYNJ1,synaptojanin 1,-,178
23271,C4,CAMSAP2,"calmodulin regulated spectrin-associated protein family, member 2",-,189
4297,C4,KMT2A,lysine (K)-specific methyltransferase 2A,-,205
5048,C4,PAFAH1B1,"platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)",E3,208
7994,C4,KAT6A,K(lysine) acetyltransferase 6A,-,214
4204,C4,MECP2,methyl CpG binding protein 2 (Rett syndrome),E1,217
5529,C4,PPP2R5E,"protein phosphatase 2, regulatory subunit B', epsilon isoform",-,224
10472,C4,ZBTB18,zinc finger and BTB domain containing 18,-,243
4208,C4,MEF2C,myocyte enhancer factor 2C,E4,248
8648,C4,NCOA1,nuclear receptor coactivator 1,-,249
152006,C4,RNF38,ring finger protein 38,-,254
26065,C4,LSM14A,"LSM14A, SCD6 homolog A (S. cerevisiae)",-,262
6938,C4,TCF12,transcription factor 12,-,263
2186,C4,BPTF,bromodomain PHD finger transcription factor,-,270
5530,C4,PPP3CA,"protein phosphatase 3, catalytic subunit, alpha isozyme",-,278
9821,C4,RB1CC1,RB1-inducible coiled-coil 1,-,279
8204,C4,NRIP1,nuclear receptor interacting protein 1,-,289
7716,C4,VEZF1,vascular endothelial zinc finger 1,-,294
5534,C4,PPP3R1,"protein phosphatase 3, regulatory subunit B, alpha",-,310
9202,C4,ZMYM4,"zinc finger, MYM-type 4",-,327
4345,C4,CD200,CD200 molecule,-,341
11011,C4,TLK2,tousled-like kinase 2,-,381
7155,C4,TOP2B,topoisomerase (DNA) II beta 180kDa,-,389
80205,C4,CHD9,chromodomain helicase DNA binding protein 9,-,394
5870,C4,RAB6A,"RAB6A, member RAS oncogene family",-,409
6733,C4,SRPK2,SRSF protein kinase 2,-,412
4850,C4,CNOT4,"CCR4-NOT transcription complex, subunit 4",-,422
9706,C4,ULK2,unc-51 like autophagy activating kinase 2,-,423
1387,C4,CREBBP,CREB binding protein,-,425
4300,C4,MLLT3,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3",-,433
9315,C4,NREP,neuronal regeneration related protein,-,435
5813,C4,PURA,purine-rich element binding protein A,-,443
10771,C4,ZMYND11,"zinc finger, MYND-type containing 11",-,448
6651,C4,SON,SON DNA binding protein,-,455
2908,C4,NR3C1,"nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)",-,463
9792,C4,SERTAD2,SERTA domain containing 2,-,467
473,C4,RERE,arginine-glutamic acid dipeptide (RE) repeats,-,473
23122,C4,CLASP2,cytoplasmic linker associated protein 2,-,487
9655,C4,SOCS5,suppressor of cytokine signaling 5,-,489
2776,C4,GNAQ,"guanine nucleotide binding protein (G protein), q polypeptide",-,490
8874,C4,ARHGEF7,Rho guanine nucleotide exchange factor (GEF) 7,-,492
23239,C4,PHLPP1,PH domain and leucine rich repeat protein phosphatase 1,-,505
23077,C4,MYCBP2,"MYC binding protein 2, E3 ubiquitin protein ligase",-,508
55294,C4,FBXW7,"F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase",-,525
324,C4,APC,adenomatous polyposis coli,E3,528
28951,C4,TRIB2,tribbles pseudokinase 2,-,534
6670,C4,SP3,Sp3 transcription factor,-,536
23390,C4,ZDHHC17,"zinc finger, DHHC-type containing 17",-,538
5567,C4,PRKACB,"protein kinase, cAMP-dependent, catalytic, beta",-,544
6477,C4,SIAH1,siah E3 ubiquitin protein ligase 1,-,550
9859,C4,CEP170,centrosomal protein 170kDa,-,552
22838,C4,RNF44,ring finger protein 44,-,557
25836,C4,NIPBL,Nipped-B homolog (Drosophila),-,561
51322,C4,WAC,WW domain containing adaptor with coiled-coil,-,565
25948,C4,KBTBD2,kelch repeat and BTB (POZ) domain containing 2,-,568
6416,C4,MAP2K4,mitogen-activated protein kinase kinase 4,-,579
4082,C4,MARCKS,myristoylated alanine-rich protein kinase C substrate,-,585
3097,C4,HIVEP2,human immunodeficiency virus type I enhancer binding protein 2,-,588
9857,C4,CEP350,centrosomal protein 350kDa,-,590
23001,C4,WDFY3,WD repeat and FYVE domain containing 3,-,593
1859,C4,DYRK1A,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A,E1,602
6925,C4,TCF4,transcription factor 4,-,610
23112,C4,TNRC6B,trinucleotide repeat containing 6B,-,616
7267,C4,TTC3,tetratricopeptide repeat domain 3,-,627
9448,C4,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4,-,630
7707,C4,ZNF148,zinc finger protein 148,-,636
50810,C4,HDGFRP3,"hepatoma-derived growth factor, related protein 3",-,638
23229,C4,ARHGEF9,Cdc42 guanine nucleotide exchange factor (GEF) 9,-,639
22841,C4,RAB11FIP2,RAB11 family interacting protein 2 (class I),-,640
23774,C4,BRD1,bromodomain containing 1,-,641
4659,C4,PPP1R12A,"protein phosphatase 1, regulatory subunit 12A",-,649
5911,C4,RAP2A,"RAP2A, member of RAS oncogene family",-,652
22903,C4,BTBD3,BTB (POZ) domain containing 3,-,660
9252,C4,RPS6KA5,"ribosomal protein S6 kinase, 90kDa, polypeptide 5",-,677
23047,C4,PDS5B,"PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae)",-,678
51552,C4,RAB14,"RAB14, member RAS oncogene family",-,679
5527,C4,PPP2R5C,"protein phosphatase 2, regulatory subunit B', gamma",-,681
51592,C4,TRIM33,tripartite motif containing 33,-,692
23174,C4,ZCCHC14,"zinc finger, CCHC domain containing 14",-,695
10210,C4,TOPORS,"topoisomerase I binding, arginine/serine-rich, E3 ubiquitin protein ligase",-,698
7091,C4,TLE4,"transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)",-,720
253943,C4,YTHDF3,"YTH domain family, member 3",-,734
23389,C4,MED13L,mediator complex subunit 13-like,-,740
9110,C4,MTMR4,myotubularin related protein 4,-,747
4664,C4,NAB1,NGFI-A binding protein 1 (EGR1 binding protein 1),-,765
8502,C4,PKP4,plakophilin 4,-,767
196528,C4,ARID2,"AT rich interactive domain 2 (ARID, RFX-like)",-,770
5980,C4,REV3L,"REV3-like, polymerase (DNA directed), zeta, catalytic subunit",-,775
23199,C4,GSE1,Gse1 coiled-coil protein,-,784
66036,C4,MTMR9,myotubularin related protein 9,-,798
23023,C4,TMCC1,transmembrane and coiled-coil domain family 1,-,801
3708,C4,ITPR1,"inositol 1,4,5-trisphosphate receptor, type 1",-,802
6252,C4,RTN1,reticulon 1,-,805
253782,C4,CERS6,ceramide synthase 6,-,810
23345,C4,SYNE1,"spectrin repeat containing, nuclear envelope 1",E3,818
23531,C4,MMD,monocyte to macrophage differentiation-associated,-,822
167227,C4,DCP2,decapping mRNA 2,-,826
23405,C4,DICER1,"dicer 1, ribonuclease type III",-,834
9962,C4,SLC23A2,"solute carrier family 23 (ascorbic acid transporter), member 2",-,836
56995,C4,TULP4,tubby like protein 4,-,854
23637,C4,RABGAP1,RAB GTPase activating protein 1,-,856
55636,C4,CHD7,chromodomain helicase DNA binding protein 7,-,857
6197,C4,RPS6KA3,"ribosomal protein S6 kinase, 90kDa, polypeptide 3",-,861
80055,C4,PGAP1,post-GPI attachment to proteins 1,-,865
9737,C4,GPRASP1,G protein-coupled receptor associated sorting protein 1,-,877
10735,C4,STAG2,stromal antigen 2,-,879
1998,C4,ELF2,E74-like factor 2 (ets domain transcription factor),-,882
23036,C4,ZNF292,zinc finger protein 292,-,885
5579,C4,PRKCB,"protein kinase C, beta",E3,889
26037,C4,SIPA1L1,signal-induced proliferation-associated 1 like 1,-,893
23348,C4,DOCK9,dedicator of cytokinesis 9,-,899
23506,C4,GLTSCR1L,GLTSCR1-like,-,903
7337,C4,UBE3A,ubiquitin protein ligase E3A,E3,917
23032,C4,USP33,ubiquitin specific peptidase 33,-,922
64854,C4,USP46,ubiquitin specific peptidase 46,-,926
114882,C4,OSBPL8,oxysterol binding protein-like 8,-,929
26053,C4,AUTS2,autism susceptibility candidate 2,E2,934
8239,C4,USP9X,"ubiquitin specific peptidase 9, X-linked",-,950
9759,C4,HDAC4,histone deacetylase 4,-,963
659,C4,BMPR2,"bone morphogenetic protein receptor, type II (serine/threonine kinase)",-,964
23095,C4,KIF1B,kinesin family member 1B,-,966
8036,C4,SHOC2,soc-2 suppressor of clear homolog (C. elegans),-,974
10725,C4,NFAT5,"nuclear factor of activated T-cells 5, tonicity-responsive",-,980
1385,C4,CREB1,cAMP responsive element binding protein 1,-,991
81553,C4,FAM49A,"family with sequence similarity 49, member A",-,998
51742,C4,ARID4B,AT rich interactive domain 4B (RBP1-like),-,999
80315,C4,CPEB4,cytoplasmic polyadenylation element binding protein 4,-,1002
5495,C4,PPM1B,"protein phosphatase, Mg2+/Mn2+ dependent, 1B",-,1004
10479,C4,SLC9A6,"solute carrier family 9, subfamily A (NHE6, cation proton antiporter 6), member 6",-,1007
51701,C4,NLK,nemo-like kinase,-,1019
81609,C4,SNX27,sorting nexin family member 27,-,1033
204851,C4,HIPK1,homeodomain interacting protein kinase 1,-,1034
10048,C4,RANBP9,RAN binding protein 9,-,1046
4335,C4,MNT,"MNT, MAX dimerization protein",-,1057
9693,C4,RAPGEF2,Rap guanine nucleotide exchange factor (GEF) 2,-,1064
5295,C4,PIK3R1,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",E3,1065
1027,C4,CDKN1B,"cyclin-dependent kinase inhibitor 1B (p27, Kip1)",-,1067
253260,C4,RICTOR,"RPTOR independent companion of MTOR, complex 2",-,1074
6595,C4,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",-,1077
23522,C4,KAT6B,K(lysine) acetyltransferase 6B,-,1088
7227,C4,TRPS1,trichorhinophalangeal syndrome I,-,1089
23168,C4,RTF1,"Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)",-,1093
54726,C4,OTUD4,OTU domain containing 4,-,1094
26278,C4,SACS,spastic ataxia of Charlevoix-Saguenay (sacsin),-,1095
9584,C4,RBM39,RNA binding motif protein 39,-,1112
4154,C4,MBNL1,muscleblind-like splicing regulator 1,-,1113
27086,C4,FOXP1,forkhead box P1,E2,1117
49855,C4,SCAPER,S-phase cyclin A-associated protein in the ER,-,1123
394,C4,ARHGAP5,Rho GTPase activating protein 5,-,1129
5584,C4,PRKCI,"protein kinase C, iota",-,1135
1386,C4,ATF2,activating transcription factor 2,-,1137
4591,C4,TRIM37,tripartite motif containing 37,-,1139
80204,C4,FBXO11,F-box protein 11,-,1143
5412,C4,UBL3,ubiquitin-like 3,-,1147
10513,C4,APPBP2,amyloid beta precursor protein (cytoplasmic tail) binding protein 2,-,1154
132864,C4,CPEB2,cytoplasmic polyadenylation element binding protein 2,-,1156
10499,C4,NCOA2,nuclear receptor coactivator 2,-,1159
55186,C4,SLC25A36,"solute carrier family 25 (pyrimidine nucleotide carrier ), member 36",-,1160
23142,C4,DCUN1D4,"DCN1, defective in cullin neddylation 1, domain containing 4",-,1173
57459,C4,GATAD2B,GATA zinc finger domain containing 2B,-,1174
8202,C4,NCOA3,nuclear receptor coactivator 3,-,1178
5090,C4,PBX3,pre-B-cell leukemia homeobox 3,-,1184
9867,C4,PJA2,"praja ring finger 2, E3 ubiquitin protein ligase",-,1189
29994,C4,BAZ2B,"bromodomain adjacent to zinc finger domain, 2B",-,1198
8936,C4,WASF1,"WAS protein family, member 1",-,1200
6304,C4,SATB1,SATB homeobox 1,-,1214
8473,C4,OGT,O-linked N-acetylglucosamine (GlcNAc) transferase,-,1215
6594,C4,SMARCA1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1",-,1236
4217,C4,MAP3K5,mitogen-activated protein kinase kinase kinase 5,-,1245
23014,C4,FBXO21,F-box protein 21,-,1247
11044,C4,PAPD7,PAP associated domain containing 7,-,1250
2033,C4,EP300,E1A binding protein p300,-,1256
55752,C4,11-Sep,septin 11,-,1259
23116,C4,FAM179B,"family with sequence similarity 179, member B",-,1263
9910,C4,RABGAP1L,RAB GTPase activating protein 1-like,-,1270
157922,C4,CAMSAP1,calmodulin regulated spectrin-associated protein 1,-,1274
54165,C4,DCUN1D1,"DCN1, defective in cullin neddylation 1, domain containing 1",-,1275
10659,C4,CELF2,"CUGBP, Elav-like family member 2",-,1278
161742,C4,SPRED1,"sprouty-related, EVH1 domain containing 1",-,1282
2534,C4,FYN,"FYN oncogene related to SRC, FGR, YES",-,1284
79718,C4,TBL1XR1,transducin (beta)-like 1 X-linked receptor 1,E4,1298
26057,C4,ANKRD17,ankyrin repeat domain 17,-,1306
23518,C4,R3HDM1,R3H domain containing 1,-,1309
9710,C4,KIAA0355,KIAA0355,-,1323
8573,C4,CASK,calcium/calmodulin-dependent serine protein kinase (MAGUK family),E3,1334
57498,C4,KIDINS220,"kinase D-interacting substrate, 220kDa",-,1337
23054,C4,NCOA6,nuclear receptor coactivator 6,-,1361
9844,C4,ELMO1,engulfment and cell motility 1,-,1381
1488,C4,CTBP2,C-terminal binding protein 2,-,1385
901,C4,CCNG2,cyclin G2,-,1396
26118,C4,WSB1,WD repeat and SOCS box containing 1,-,1397
9043,C4,SPAG9,sperm associated antigen 9,-,1398
143279,C4,HECTD2,HECT domain containing E3 ubiquitin protein ligase 2,-,1399
22828,C4,SCAF8,SR-related CTD-associated factor 8,-,1401
22878,C4,TRAPPC8,trafficking protein particle complex 8,-,1403
8543,C4,LMO4,LIM domain only 4,-,1406
1871,C4,E2F3,E2F transcription factor 3,-,1414
9778,C4,KIAA0232,KIAA0232,-,1416
9931,C4,HELZ,helicase with zinc finger,-,1429
6738,C4,TROVE2,"TROVE domain family, member 2",-,1431
5253,C4,PHF2,PHD finger protein 2,-,1451
23332,C4,CLASP1,cytoplasmic linker associated protein 1,-,1481
23048,C4,FNBP1,formin binding protein 1,-,1494
3720,C4,JARID2,"jumonji, AT rich interactive domain 2",-,1504
10142,C4,AKAP9,A kinase (PRKA) anchor protein 9,-,1511
64844,C4,7-Mar,"membrane-associated ring finger (C3HC4) 7, E3 ubiquitin protein ligase",-,1516
23469,C4,PHF3,PHD finger protein 3,-,1528
220594,C4,USP32P2,ubiquitin specific peptidase 32 pseudogene 2,-,1532
26039,C4,SS18L1,synovial sarcoma translocation gene on chromosome 18-like 1,-,1533
81566,C4,CSRNP2,cysteine-serine-rich nuclear protein 2,-,1538
11215,C4,AKAP11,A kinase (PRKA) anchor protein 11,-,1542
9969,C4,MED13,mediator complex subunit 13,-,1549
51366,C4,UBR5,ubiquitin protein ligase E3 component n-recognin 5,-,1553
22862,C4,FNDC3A,fibronectin type III domain containing 3A,-,1555
10336,C4,PCGF3,polycomb group ring finger 3,-,1565
10193,C4,RNF41,ring finger protein 41,-,1566
9819,C4,TSC22D2,"TSC22 domain family, member 2",-,1587
2932,C4,GSK3B,glycogen synthase kinase 3 beta,-,1592
9874,C4,TLK1,tousled-like kinase 1,-,1596
23507,C4,LRRC8B,"leucine rich repeat containing 8 family, member B",-,1599
55810,C4,FOXJ2,forkhead box J2,-,1603
1612,C4,DAPK1,death-associated protein kinase 1,-,1605
23291,C4,FBXW11,F-box and WD repeat domain containing 11,-,1610
10274,C4,STAG1,stromal antigen 1,-,1612
2770,C4,GNAI1,"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1",-,1613
6867,C4,TACC1,"transforming, acidic coiled-coil containing protein 1",-,1615
23318,C4,ZCCHC11,"zinc finger, CCHC domain containing 11",-,1620
51306,C4,FAM13B,"family with sequence similarity 13, member B",-,1633
57178,C4,ZMIZ1,"zinc finger, MIZ-type containing 1",-,1650
23253,C4,ANKRD12,ankyrin repeat domain 12,-,1651
29967,C4,LRP12,low density lipoprotein receptor-related protein 12,-,1653
26009,C4,ZZZ3,"zinc finger, ZZ-type containing 3",-,1655
23411,C4,SIRT1,sirtuin 1,-,1656
219333,C4,USP12,ubiquitin specific peptidase 12,-,1658
9794,C4,MAML1,mastermind-like 1 (Drosophila),-,1664
10181,C4,RBM5,RNA binding motif protein 5,-,1665
6683,C4,SPAST,spastin,-,1670
9728,C4,SECISBP2L,SECIS binding protein 2-like,-,1671
4306,C4,NR3C2,"nuclear receptor subfamily 3, group C, member 2",-,1684
1130,C4,LYST,lysosomal trafficking regulator,-,1689
5573,C4,PRKAR1A,"protein kinase, cAMP-dependent, regulatory, type I, alpha",-,1718
22887,C4,FOXJ3,forkhead box J3,-,1724
7528,C4,YY1,YY1 transcription factor,-,1729
9522,C4,SCAMP1,secretory carrier membrane protein 1,-,1733
6874,C4,TAF4,"TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa",-,1734
51111,C4,SUV420H1,suppressor of variegation 4-20 homolog 1 (Drosophila),E4,1736
23015,C4,GOLGA8A,"golgin A8 family, member A",-,1744
23126,C4,POGZ,pogo transposable element with ZNF domain,E2,1745
10150,C4,MBNL2,muscleblind-like splicing regulator 2,-,1747
58155,C4,PTBP2,polypyrimidine tract binding protein 2,-,1750
9747,C4,FAM115A,"family with sequence similarity 115, member A",-,1757
8675,C4,STX16,syntaxin 16,-,1780
9877,C4,ZC3H11A,zinc finger CCCH-type containing 11A,-,1796
7532,C4,YWHAG,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide",-,1799
339287,C4,MSL1,male-specific lethal 1 homolog (Drosophila),-,1802
5500,C4,PPP1CB,"protein phosphatase 1, catalytic subunit, beta isozyme",-,1804
9611,C4,NCOR1,nuclear receptor corepressor 1,-,1807
5274,C4,SERPINI1,"serpin peptidase inhibitor, clade I (neuroserpin), member 1",-,1809
3298,C4,HSF2,heat shock transcription factor 2,-,1811
6430,C4,SRSF5,serine/arginine-rich splicing factor 5,-,1815
57659,C4,ZBTB4,zinc finger and BTB domain containing 4,-,1820
23300,C4,ATMIN,ATM interactor,-,1827
81539,C4,SLC38A1,"solute carrier family 38, member 1",-,1836
9520,C4,NPEPPS,aminopeptidase puromycin sensitive,-,1838
7248,C4,TSC1,tuberous sclerosis 1,E3,1844
7799,C4,PRDM2,"PR domain containing 2, with ZNF domain",-,1854
5532,C4,PPP3CB,"protein phosphatase 3, catalytic subunit, beta isozyme",-,1863
10982,C4,MAPRE2,"microtubule-associated protein, RP/EB family, member 2",-,1866
55288,C4,RHOT1,ras homolog family member T1,-,1881
100128062,C4,SLC2A3P1,"solute carrier family 2 (facilitated glucose transporter), member 3 pseudogene 1",-,1885
4140,C4,MARK3,MAP/microtubule affinity-regulating kinase 3,-,1890
2744,C4,GLS,glutaminase,-,1895
8030,C4,CCDC6,coiled-coil domain containing 6,-,1901
8658,C4,TNKS,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase",-,1911
65125,C4,WNK1,WNK lysine deficient protein kinase 1,-,1912
22902,C4,RUFY3,RUN and FYVE domain containing 3,-,1922
7750,C4,ZMYM2,"zinc finger, MYM-type 2",-,1923
7764,C4,ZNF217,zinc finger protein 217,-,1930
23499,C4,MACF1,microtubule-actin crosslinking factor 1,-,1938
5926,C4,ARID4A,AT rich interactive domain 4A (RBP1-like),-,1943
23177,C4,CEP68,centrosomal protein 68kDa,-,1953
26137,C4,ZBTB20,zinc finger and BTB domain containing 20,-,1955
9825,C4,SPATA2,spermatogenesis associated 2,-,1985
351,C4,APP,amyloid beta (A4) precursor protein,-,1991
144699,C4,FBXL14,F-box and leucine-rich repeat protein 14,-,2000
23136,C4,EPB41L3,erythrocyte membrane protein band 4.1-like 3,-,2014
55914,C4,ERBB2IP,erbb2 interacting protein,-,2017
9686,C4,VGLL4,vestigial like 4 (Drosophila),-,2019
9098,C4,USP6,ubiquitin specific peptidase 6 (Tre-2 oncogene),-,2039
144402,C4,CPNE8,copine VIII,-,2046
9781,C4,RNF144A,ring finger protein 144A,-,2047
9732,C4,DOCK4,dedicator of cytokinesis 4,E3,2053
657,C4,BMPR1A,"bone morphogenetic protein receptor, type IA",-,2059
55205,C4,ZNF532,zinc finger protein 532,-,2062
1112,C4,FOXN3,forkhead box N3,-,2066
8924,C4,HERC2,HECT and RLD domain containing E3 ubiquitin protein ligase 2,-,2083
56478,C4,EIF4ENIF1,eukaryotic translation initiation factor 4E nuclear import factor 1,-,2094
11127,C4,KIF3A,kinesin family member 3A,-,2096
283209,C4,PGM2L1,phosphoglucomutase 2-like 1,-,2099
27347,C4,STK39,serine threonine kinase 39,E3,2103
9481,C4,SLC25A27,"solute carrier family 25, member 27",-,2104
57561,C4,ARRDC3,arrestin domain containing 3,-,2125
10154,C4,PLXNC1,plexin C1,-,2129
1808,C4,DPYSL2,dihydropyrimidinase-like 2,-,2131
9475,C4,ROCK2,"Rho-associated, coiled-coil containing protein kinase 2",-,2134
6018,C4,RLF,rearranged L-myc fusion,-,2138
8493,C4,PPM1D,"protein phosphatase, Mg2+/Mn2+ dependent, 1D",-,2145
7552,C4,ZNF711,zinc finger protein 711,-,2151
23258,C4,DENND5A,DENN/MADD domain containing 5A,-,2153
26043,C4,UBXN7,UBX domain protein 7,-,2160
6885,C4,MAP3K7,mitogen-activated protein kinase kinase kinase 7,-,2169
648,C4,BMI1,BMI1 polycomb ring finger oncogene,-,2175
23528,C4,ZNF281,zinc finger protein 281,-,2182
23299,C4,BICD2,bicaudal D homolog 2 (Drosophila),-,2196
5814,C4,PURB,purine-rich element binding protein B,-,2202
8925,C4,HERC1,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1,-,2206
10625,C4,IVNS1ABP,influenza virus NS1A binding protein,-,2207
10363,C4,HMG20A,high mobility group 20A,-,2220
22911,C4,WDR47,WD repeat domain 47,-,2230
26049,C4,FAM169A,"family with sequence similarity 169, member A",-,2233
57182,C4,ANKRD50,ankyrin repeat domain 50,-,2235
23635,C4,SSBP2,single-stranded DNA binding protein 2,-,2239
10228,C4,STX6,syntaxin 6,-,2242
54778,C4,RNF111,ring finger protein 111,-,2248
9805,C4,SCRN1,secernin 1,-,2249
55705,C4,IPO9,importin 9,-,2256
5728,C4,PTEN,phosphatase and tensin homolog,E1,2260
9397,C4,NMT2,N-myristoyltransferase 2,-,2270
80829,C4,ZFP91,ZFP91 zinc finger protein,-,2271
10927,C4,SPIN1,spindlin 1,-,2273
29966,C4,STRN3,"striatin, calmodulin binding protein 3",-,2292
9295,C4,SRSF11,serine/arginine-rich splicing factor 11,-,2295
26122,C4,EPC2,enhancer of polycomb homolog 2 (Drosophila),E4,2319
23312,C4,DMXL2,Dmx-like 2,-,2320
57649,C4,PHF12,PHD finger protein 12,-,2327
905,C4,CCNT2,cyclin T2,-,2336
373,C4,TRIM23,tripartite motif containing 23,-,2344
57708,C4,MIER1,"mesoderm induction early response 1, transcriptional regulator",-,2350
23097,C4,CDK19,cyclin-dependent kinase 19,-,2353
23592,C4,LEMD3,LEM domain containing 3,-,2358
253959,C4,RALGAPA1,"Ral GTPase activating protein, alpha subunit 1 (catalytic)",-,2363
54556,C4,ING3,"inhibitor of growth family, member 3",E3,2373
961,C4,CD47,CD47 molecule,-,2375
51307,C4,FAM53C,"family with sequence similarity 53, member C",-,2378
6907,C4,TBL1X,transducin (beta)-like 1X-linked,E4,2388
23002,C4,DAAM1,dishevelled associated activator of morphogenesis 1,-,2389
9666,C4,DZIP3,DAZ interacting zinc finger protein 3,-,2398
25852,C4,ARMC8,armadillo repeat containing 8,-,2399
23325,C4,KIAA1033,KIAA1033,-,2413
23091,C4,ZC3H13,zinc finger CCCH-type containing 13,-,2418
3516,C4,RBPJ,recombination signal binding protein for immunoglobulin kappa J region,-,2433
4774,C4,NFIA,nuclear factor I/A,-,2434
9750,C4,FAM65B,"family with sequence similarity 65, member B",-,2438
171023,C4,ASXL1,additional sex combs like 1 (Drosophila),-,2445
54880,C4,BCOR,BCL6 corepressor,-,2451
51747,C4,LUC7L3,LUC7-like 3 (S. cerevisiae),-,2454
9194,C4,SLC16A7,"solute carrier family 16 (monocarboxylate transporter), member 7",-,2465
29123,C4,ANKRD11,ankyrin repeat domain 11,E4,2497
285195,C4,SLC9A9,"solute carrier family 9, subfamily A (NHE9, cation proton antiporter 9), member 9",E1,7256
5515,C5,PPP2CA,"protein phosphatase 2, catalytic subunit, alpha isozyme",-,21
6418,C5,SET,SET nuclear oncogene,-,38
5682,C5,PSMA1,"proteasome (prosome, macropain) subunit, alpha type, 1",-,42
7529,C5,YWHAB,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide",E3,45
3015,C5,H2AFZ,"H2A histone family, member Z",-,62
6434,C5,TRA2B,transformer 2 beta homolog (Drosophila),-,65
